"","kingdom","phylum","order","family","genus"
"ASV23845","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV23848","Bacteria","Firmicutes","Bacillales","Planococcaceae","Metalysinibacillus"
"ASV23849","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillaceae spc"
"ASV239","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Pediococcus"
"ASV2391","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Entomomonas"
"ASV2392","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV2395","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV2396","Bacteria","Actinobacteria","Coriobacteriales","Coriobacteriales spc","Coriobacteriales spc"
"ASV23965","Bacteria","Proteobacteria","Enterobacterales","Enterobacterales spc","Enterobacterales spc"
"ASV23968","Bacteria","Firmicutes","Lactobacillales","Enterococcaceae","Enterococcus"
"ASV23969","Bacteria","Firmicutes","Lactobacillales","Lactobacillales spc","Lactobacillales spc"
"ASV2397","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV23981","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV240","Bacteria","Proteobacteria","Enterobacterales","Morganellaceae","Proteus"
"ASV2404","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV24068","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV24074","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacteriaceae spc"
"ASV2409","Bacteria","Actinobacteria","Coriobacteriales","Atopobiaceae","Atopobium"
"ASV241","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV2411","Bacteria","Proteobacteria","Xanthomonadales","Xanthomonadaceae","Wohlfahrtiimonas"
"ASV2414","Bacteria","Bacteroidetes","Bacteroidales","Dysgonomonadaceae","Dysgonomonas"
"ASV24161","Bacteria","Firmicutes","Bacillales","Planococcaceae","Metalysinibacillus"
"ASV242","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV24221","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactiplantibacillus"
"ASV24223","Bacteria","Proteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia"
"ASV2423","Bacteria","Actinobacteria","Micrococcales","Micrococcaceae","Nesterenkonia"
"ASV24249","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV2426","Bacteria","Proteobacteria","Enterobacterales","Pectobacteriaceae","Sodalis"
"ASV24262","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV2427","Bacteria","Firmicutes","Veillonellales","Veillonellaceae","Megasphaera"
"ASV243","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Saccharibacter"
"ASV24328","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV2433","Bacteria","Proteobacteria","Rhodospirillales","Rhodospirillales spc","Rhodospirillales spc"
"ASV24330","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillaceae spc"
"ASV24355","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV2436","Bacteria","Firmicutes","Clostridiales","Clostridiaceae","Clostridium"
"ASV2437","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV24389","Bacteria","Proteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella"
"ASV24393","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV24418","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Selenomonadaceae spc"
"ASV2445","Bacteria","Proteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus"
"ASV2447","Bacteria","Bacteroidetes","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"ASV24479","Bacteria","Proteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae spc"
"ASV2448","Bacteria","Bacteroidetes","Flavobacteriales","Flavobacteriaceae","Myroides"
"ASV2449","Bacteria","Proteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV245","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Apilactobacillus"
"ASV2454","Bacteria","Proteobacteria","Rhodospirillales","Rhodospirillales spc","Rhodospirillales spc"
"ASV246","Bacteria","Bacteroidetes","Flavobacteriales","Weeksellaceae","Apibacter"
"ASV2461","Bacteria","Bacteroidetes","Flavobacteriales","Flavobacteriaceae","Faecalibacter"
"ASV24652","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacteraceae spc"
"ASV2470","Bacteria","Proteobacteria","Burkholderiales","Alcaligenaceae","Paenalcaligenes"
"ASV2472","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Saccharibacter"
"ASV2482","Bacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter"
"ASV24828","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacteraceae spc"
"ASV249","Bacteria","Firmicutes","Clostridiales","Peptostreptococcaceae","Peptostreptococcus"
"ASV24921","Bacteria","Firmicutes","Lactobacillales","Streptococcaceae","Streptococcus"
"ASV24935","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillaceae spc"
"ASV24938","Bacteria","Proteobacteria","Oceanospirillales","Halomonadaceae","Halomonadaceae spc"
"ASV2497","Bacteria","Bacteroidetes","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"ASV24996","Bacteria","Proteobacteria","Rhizobiales","Rhizobiaceae","Agrobacterium"
"ASV25","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Saccharibacter"
"ASV250","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Ligilactobacillus"
"ASV2501","Bacteria","Chloroflexi","Chloroflexi spc","Chloroflexi spc","Chloroflexi spc"
"ASV2502","Bacteria","Proteobacteria","Burkholderiales","Comamonadaceae","Comamonas"
"ASV2503","Bacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
"ASV25060","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillaceae spc"
"ASV25061","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV2507","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV251","Bacteria","Proteobacteria","Neisseriales","Neisseriaceae","Snodgrassella"
"ASV2510","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV2513","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Companilactobacillus"
"ASV2514","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillaceae spc"
"ASV252","Bacteria","Proteobacteria","Orbales","Orbaceae","Gilliamella"
"ASV2521","Bacteria","Bacteroidetes","Flavobacteriales","Flavobacteriaceae","Myroides"
"ASV25269","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Saccharibacter"
"ASV25283","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV253","Bacteria","Actinobacteria","Micrococcales","Micrococcaceae","Glutamicibacter"
"ASV2534","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV25374","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV254","Bacteria","Spirochaetes","Spirochaetales","Brevinemataceae","Brevinema"
"ASV2544","Bacteria","Proteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella"
"ASV2545","Bacteria","Proteobacteria","Sphingomonadales","Erythrobacteraceae","Novosphingobium"
"ASV25462","Bacteria","Firmicutes","Lactobacillales","Streptococcaceae","Lactococcus"
"ASV25490","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV25522","Bacteria","Proteobacteria","Enterobacterales","Yersiniaceae","Serratia"
"ASV2556","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillaceae spc"
"ASV25580","Bacteria","Proteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter"
"ASV25593","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Latilactobacillus"
"ASV25594","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV256","Bacteria","Proteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia"
"ASV25600","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV2563","Bacteria","Bacteroidetes","Flavobacteriales","Flavobacteriaceae","Myroides"
"ASV25704","Bacteria","Proteobacteria","Neisseriales","Neisseriaceae","Snodgrassella"
"ASV25707","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactiplantibacillus"
"ASV2572","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Tanticharoenia"
"ASV2578","Bacteria","Proteobacteria","Rhizobiales","Bradyrhizobiaceae","Rhodoplanes"
"ASV25792","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV258","Bacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
"ASV2584","Bacteria","Proteobacteria","Xanthomonadales","Xanthomonadaceae","Ignatzschineria"
"ASV2585","Bacteria","Bacteroidetes","Flavobacteriales","Flavobacteriaceae","Myroides"
"ASV2588","Bacteria","Proteobacteria","Enterobacterales","Enterobacterales spc","Enterobacterales spc"
"ASV259","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV2594","Bacteria","Proteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV2596","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacteraceae spc"
"ASV2598","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacteraceae spc"
"ASV25982","Bacteria","Proteobacteria","Enterobacterales","Enterobacterales spc","Enterobacterales spc"
"ASV25988","Bacteria","Proteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia"
"ASV26","Bacteria","Proteobacteria","Enterobacterales","Morganellaceae","Morganella"
"ASV26006","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV26055","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV261","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV2614","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV262","Bacteria","Firmicutes","Lactobacillales","Enterococcaceae","Enterococcus"
"ASV2620","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV2623","Bacteria","Proteobacteria","Burkholderiales","Alcaligenaceae","Paenalcaligenes"
"ASV2630","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotellaceae spc"
"ASV26355","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV2636","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillaceae spc"
"ASV26369","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV2646","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Bombella"
"ASV26485","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV26568","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Leuconostoc"
"ASV26590","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV266","Bacteria","Firmicutes","Lactobacillales","Enterococcaceae","Vagococcus"
"ASV26649","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lacticaseibacillus"
"ASV2666","Bacteria","Proteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium"
"ASV2668","Bacteria","Firmicutes","Lactobacillales","Enterococcaceae","Enterococcus"
"ASV26682","Bacteria","Proteobacteria","Enterobacterales","Erwiniaceae","Tatumella"
"ASV267","Bacteria","Proteobacteria","Oceanospirillales","Halomonadaceae","Zymobacter"
"ASV2672","Bacteria","Firmicutes","Clostridiales","Clostridiaceae","Clostridium"
"ASV26774","Bacteria","Proteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium"
"ASV268","Bacteria","Proteobacteria","Enterobacterales","Enterobacteriaceae","Franconibacter"
"ASV26804","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV2688","Bacteria","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
"ASV269","Bacteria","Firmicutes","Clostridiales","Peptoniphilaceae","Gallicola"
"ASV26928","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV2693","Bacteria","Firmicutes","Lactobacillales","Lactobacillales spc","Lactobacillales spc"
"ASV27","Bacteria","Firmicutes","Bacillales","Bacillaceae","Bacillus"
"ASV270","Bacteria","Firmicutes","Lactobacillales","Enterococcaceae","Enterococcus"
"ASV2707","Bacteria","Bacteroidetes","Bacteroidales","Dysgonomonadaceae","Dysgonomonas"
"ASV271","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV27152","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV27154","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV2717","Bacteria","Firmicutes","Lactobacillales","Streptococcaceae","Streptococcus"
"ASV272","Bacteria","Firmicutes","Clostridiales","Peptostreptococcaceae","Romboutsia"
"ASV27206","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV2723","Bacteria","Firmicutes","Clostridiales","Clostridiaceae","Clostridium"
"ASV27249","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillaceae spc"
"ASV27250","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Weissella"
"ASV273","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV27305","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillaceae spc"
"ASV2733","Bacteria","Actinobacteria","Mycobacteriales","Gordoniaceae","Gordonia"
"ASV27335","Bacteria","Tenericutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma"
"ASV2736","Bacteria","Actinobacteria","Mycobacteriales","Gordoniaceae","Gordonia"
"ASV275","Bacteria","Proteobacteria","Oceanospirillales","Halomonadaceae","Zymobacter"
"ASV2752","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV276","Bacteria","Firmicutes","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae spc"
"ASV2767","Bacteria","Proteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV277","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Pectinatus"
"ASV27720","Bacteria","Firmicutes","Lactobacillales","Lactobacillales spc","Lactobacillales spc"
"ASV27723","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV27739","Bacteria","Proteobacteria","Neisseriales","Neisseriaceae","Snodgrassella"
"ASV27748","Bacteria","Proteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacteriaceae spc"
"ASV27763","Bacteria","Proteobacteria","Enterobacterales","Enterobacterales spc","Enterobacterales spc"
"ASV27776","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV2779","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lacticaseibacillus"
"ASV27797","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillaceae spc"
"ASV278","Bacteria","Tenericutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma"
"ASV2780","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV2784","Bacteria","Firmicutes","Clostridiales","Clostridiaceae","Clostridium"
"ASV27868","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV2787","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV27871","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV27896","Bacteria","Proteobacteria","Burkholderiales","Comamonadaceae","Lampropedia"
"ASV27902","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Selenomonadaceae spc"
"ASV27951","Bacteria","Firmicutes","Lactobacillales","Carnobacteriaceae","Carnobacterium"
"ASV27974","Bacteria","Firmicutes","Lactobacillales","Streptococcaceae","Lactococcus"
"ASV27975","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV27987","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV28","Bacteria","Proteobacteria","Neisseriales","Neisseriaceae","Snodgrassella"
"ASV2805","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV2808","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV28084","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lacticaseibacillus"
"ASV2809","Bacteria","Bacteroidetes","Bacteroidales","Dysgonomonadaceae","Dysgonomonas"
"ASV28095","Bacteria","Proteobacteria","Orbales","Orbaceae","Orbaceae spc"
"ASV28100","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Bombilactobacillus"
"ASV282","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Weissella"
"ASV28222","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotellaceae spc"
"ASV2824","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV2826","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV283","Bacteria","Proteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"ASV28337","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Selenomonadaceae spc"
"ASV2838","Bacteria","Firmicutes","Bacillales","Bacillaceae","Bacillus"
"ASV284","Bacteria","Proteobacteria","Enterobacterales","Erwiniaceae","Erwiniaceae spc"
"ASV28418","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV2842","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Ligilactobacillus"
"ASV28454","Bacteria","Actinobacteria","Coriobacteriales","Atopobiaceae","Atopobiaceae spc"
"ASV2848","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV2849","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Pectinatus"
"ASV28493","Bacteria","Firmicutes","Bacillales","Planococcaceae","Metalysinibacillus"
"ASV28525","Bacteria","Proteobacteria","Enterobacterales","Enterobacterales spc","Enterobacterales spc"
"ASV28542","Bacteria","Proteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella"
"ASV28553","Bacteria","Bacteroidetes","Flavobacteriales","Weeksellaceae","Apibacter"
"ASV2857","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV286","Bacteria","Proteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV2865","Bacteria","Bacteroidetes","Bacteroidales","Dysgonomonadaceae","Dysgonomonas"
"ASV2866","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV28679","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV28683","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV2869","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV28691","Bacteria","Proteobacteria","Orbales","Orbaceae","Gilliamella"
"ASV28694","Bacteria","Firmicutes","Lactobacillales","Lactobacillales spc","Lactobacillales spc"
"ASV287","Bacteria","Proteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella"
"ASV2871","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV2878","Bacteria","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
"ASV2885","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Tanticharoenia"
"ASV289","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Leuconostoc"
"ASV28930","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV2896","Bacteria","Actinobacteria","Coriobacteriales","Atopobiaceae","Olsenella"
"ASV28967","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacteraceae spc"
"ASV29","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Gluconobacter"
"ASV290","Bacteria","Proteobacteria","Neisseriales","Neisseriaceae","Snodgrassella"
"ASV29005","Bacteria","Bacteroidetes","Bacteroidales","Bacteroidales spc","Bacteroidales spc"
"ASV29007","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV29018","Bacteria","Proteobacteria","Enterobacterales","Erwiniaceae","Pantoea"
"ASV291","Bacteria","Firmicutes","Clostridiales","Peptostreptococcaceae","Paeniclostridium"
"ASV2913","Bacteria","Campilobacterota","Campylobacterales","Arcobacteraceae","Aliarcobacter"
"ASV29166","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacteraceae spc"
"ASV29176","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Entomomonas"
"ASV292","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV2923","Bacteria","Firmicutes","Lactobacillales","Streptococcaceae","Lactococcus"
"ASV2928","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Bombilactobacillus"
"ASV293","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Philodulcilactobacillus"
"ASV29309","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV2931","Bacteria","Actinobacteria","Coriobacteriales","Coriobacteriales spc","Coriobacteriales spc"
"ASV29310","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Bombilactobacillus"
"ASV29314","Bacteria","Firmicutes","Clostridiales","Clostridiales spc","Clostridiales spc"
"ASV2932","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV29325","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV2935","Bacteria","Firmicutes","Clostridiales","Ruminococcaceae","Ruminococcaceae spc"
"ASV2936","Bacteria","Firmicutes","Lactobacillales","Enterococcaceae","Enterococcus"
"ASV2937","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacteriaceae spc"
"ASV294","Bacteria","Firmicutes","Lactobacillales","Enterococcaceae","Vagococcus"
"ASV2946","Bacteria","Firmicutes","Veillonellales","Veillonellaceae","Veillonella"
"ASV29543","Bacteria","Firmicutes","Lactobacillales","Enterococcaceae","Enterococcus"
"ASV296","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Saccharibacter"
"ASV2961","Bacteria","Bacteroidetes","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV2962","Bacteria","Proteobacteria","Enterobacterales","Enterobacterales spc","Enterobacterales spc"
"ASV29621","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Bombella"
"ASV2965","Bacteria","Proteobacteria","Rhizobiales","Bradyrhizobiaceae","Rhodoplanes"
"ASV29692","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactiplantibacillus"
"ASV29698","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV297","Bacteria","Proteobacteria","Neisseriales","Neisseriaceae","Snodgrassella"
"ASV2976","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV29763","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV298","Bacteria","Bacteroidetes","Chitinophagales","Chitinophagaceae","Chitinophagaceae spc"
"ASV29819","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Weissella"
"ASV29868","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacteraceae spc"
"ASV29875","Bacteria","Tenericutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma"
"ASV29898","Bacteria","Tenericutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma"
"ASV3","Bacteria","Firmicutes","Lactobacillales","Streptococcaceae","Lactococcus"
"ASV30","Bacteria","Proteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter"
"ASV300","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV3001","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacteriaceae spc"
"ASV30041","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV301","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Pectinatus"
"ASV302","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV3020","Bacteria","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
"ASV30235","Bacteria","Actinobacteria","Coriobacteriales","Atopobiaceae","Atopobium"
"ASV30240","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Selenomonadaceae spc"
"ASV303","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Entomomonas"
"ASV3034","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Tanticharoenia"
"ASV3037","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV304","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV30429","Bacteria","Proteobacteria","Rhodospirillales","Rhodospirillales spc","Rhodospirillales spc"
"ASV3045","Bacteria","Firmicutes","Clostridiales","Ruminococcaceae","Ruminococcaceae spc"
"ASV305","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Saccharibacter"
"ASV30521","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV30549","Bacteria","Proteobacteria","Enterobacterales","Erwiniaceae","Pantoea"
"ASV30578","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV30580","Bacteria","Firmicutes","Lactobacillales","Enterococcaceae","Enterococcus"
"ASV3060","Bacteria","Proteobacteria","Rhizobiales","Bradyrhizobiaceae","Rhodoplanes"
"ASV3067","Bacteria","Proteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV30690","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV3072","Bacteria","Proteobacteria","Sphingomonadales","Erythrobacteraceae","Novosphingobium"
"ASV30770","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV30771","Bacteria","Proteobacteria","Enterobacterales","Enterobacterales spc","Enterobacterales spc"
"ASV308","Bacteria","Bacteroidetes","Flavobacteriales","Weeksellaceae","Apibacter"
