"","kingdom","phylum","order","family","genus"
"ASV3082","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV30874","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV30935","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV3095","Bacteria","Actinobacteria","Coriobacteriales","Coriobacteriales spc","Coriobacteriales spc"
"ASV30956","Bacteria","Tenericutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma"
"ASV3096","Bacteria","Bacteroidetes","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium"
"ASV30996","Bacteria","Firmicutes","Lactobacillales","Streptococcaceae","Lactococcus"
"ASV31","Bacteria","Proteobacteria","Orbales","Orbaceae","Schmidhempelia"
"ASV3103","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV31092","Bacteria","Firmicutes","Lactobacillales","Streptococcaceae","Lactococcus"
"ASV311","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV31135","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV31141","Bacteria","Proteobacteria","Neisseriales","Neisseriaceae","Snodgrassella"
"ASV31149","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV31172","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV312","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV31212","Bacteria","Firmicutes","Lactobacillales","Streptococcaceae","Lactococcus"
"ASV3124","Bacteria","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"ASV3125","Bacteria","Proteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"ASV3127","Bacteria","Firmicutes","Bacillales","Bacillaceae","Bacillus"
"ASV31273","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV313","Bacteria","Proteobacteria","Burkholderiales","Alcaligenaceae","Kinetoplastibacterium"
"ASV3130","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV31321","Bacteria","Proteobacteria","Orbales","Orbaceae","Gilliamella"
"ASV3134","Bacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia"
"ASV31414","Bacteria","Firmicutes","Lactobacillales","Lactobacillales spc","Lactobacillales spc"
"ASV3143","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillaceae spc"
"ASV31433","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV31439","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV315","Bacteria","Firmicutes","Lactobacillales","Enterococcaceae","Vagococcus"
"ASV3150","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Bombella"
"ASV3151","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV31522","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV3153","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV3155","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV3157","Bacteria","Firmicutes","Clostridiales","Clostridiaceae","Clostridium"
"ASV31576","Bacteria","Proteobacteria","Enterobacterales","Erwiniaceae","Tatumella"
"ASV31578","Bacteria","Firmicutes","Lactobacillales","Streptococcaceae","Lactococcus"
"ASV316","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacteriaceae spc"
"ASV3160","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV31614","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV31686","Bacteria","Proteobacteria","Orbales","Orbaceae","Gilliamella"
"ASV31689","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV317","Bacteria","Proteobacteria","Neisseriales","Neisseriaceae","Snodgrassella"
"ASV3173","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacteraceae spc"
"ASV31773","Bacteria","Proteobacteria","Enterobacterales","Enterobacterales spc","Enterobacterales spc"
"ASV3178","Bacteria","Firmicutes","Clostridiales","Tissierellaceae","Tissierella"
"ASV318","Bacteria","Firmicutes","Lactobacillales","Streptococcaceae","Floricoccus"
"ASV3184","Bacteria","Proteobacteria","Neisseriales","Chromobacteriaceae","Vogesella"
"ASV31841","Bacteria","Firmicutes","Bacillales","Planococcaceae","Planomicrobium"
"ASV3185","Bacteria","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
"ASV3189","Bacteria","Tenericutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma"
"ASV319","Bacteria","Proteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"ASV3191","Bacteria","Proteobacteria","Burkholderiales","Comamonadaceae","Comamonas"
"ASV3192","Bacteria","Proteobacteria","Sphingomonadales","Erythrobacteraceae","Novosphingobium"
"ASV31938","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV3197","Bacteria","Spirochaetes","Spirochaetales","Spirochaetaceae","Treponema"
"ASV32","Bacteria","Proteobacteria","Orbales","Orbaceae","Orbus"
"ASV320","Bacteria","Firmicutes","Clostridiales","Ruminococcaceae","Ruminococcaceae spc"
"ASV3200","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV3202","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV32044","Bacteria","Proteobacteria","Rhizobiales","Bartonellaceae","Bartonella"
"ASV3207","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Liquorilactobacillus"
"ASV32082","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV321","Bacteria","Proteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV3212","Bacteria","Firmicutes","Bacillales","Bacillaceae","Bacillus"
"ASV3215","Bacteria","Proteobacteria","Rhodospirillales","Rhodospirillales spc","Rhodospirillales spc"
"ASV322","Bacteria","Proteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia"
"ASV3220","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV32235","Bacteria","Proteobacteria","Oceanospirillales","Halomonadaceae","Halomonadaceae spc"
"ASV323","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Levilactobacillus"
"ASV32315","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillaceae spc"
"ASV3232","Bacteria","Actinobacteria","Coriobacteriales","Coriobacteriales spc","Coriobacteriales spc"
"ASV3234","Bacteria","Bacteroidetes","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV3245","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacteriaceae spc"
"ASV3246","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lacticaseibacillus"
"ASV3248","Bacteria","Proteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia"
"ASV325","Bacteria","Bacteroidetes","Flavobacteriales","Weeksellaceae","Cloacibacterium"
"ASV3250","Bacteria","Acidobacteria","Acidobacteriales","Acidobacteriaceae","Candidatus-Koribacter"
"ASV32505","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Bombilactobacillus"
"ASV32531","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV32574","Bacteria","Proteobacteria","Oceanospirillales","Halomonadaceae","Zymobacter"
"ASV326","Bacteria","Proteobacteria","Burkholderiales","Comamonadaceae","Comamonas"
"ASV3260","Bacteria","Bacteroidetes","Bacteroidales","Dysgonomonadaceae","Dysgonomonas"
"ASV3263","Bacteria","Firmicutes","Clostridiales","Ruminococcaceae","Candidatus-Soleaferrea"
"ASV32637","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV3267","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Gluconobacter"
"ASV32686","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV32687","Bacteria","Proteobacteria","Enterobacterales","Erwiniaceae","Erwinia"
"ASV327","Bacteria","Firmicutes","Clostridiales","Peptoniphilaceae","Gallicola"
"ASV328","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV32848","Bacteria","Firmicutes","Bacillales","Staphylococcaceae","Staphylococcus"
"ASV3285","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV32883","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV329","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Pectinatus"
"ASV3290","Bacteria","Bacteroidetes","Flavobacteriales","Weeksellaceae","Empedobacter"
"ASV33","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Bombella"
"ASV330","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV33010","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV33038","Bacteria","Proteobacteria","Orbales","Orbaceae","Orbaceae spc"
"ASV33040","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV3305","Bacteria","Actinobacteria","Mycobacteriales","Gordoniaceae","Gordonia"
"ASV33051","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV33053","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV331","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Saccharibacter"
"ASV33138","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV3314","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV3315","Bacteria","Fusobacteria","Fusobacteriales","Fusobacteriaceae","Cetobacterium"
"ASV33196","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Leuconostoc"
"ASV332","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV3321","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV33242","Bacteria","Proteobacteria","Enterobacterales","Enterobacterales spc","Enterobacterales spc"
"ASV33243","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacteriaceae spc"
"ASV333","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Latilactobacillus"
"ASV3335","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV33370","Bacteria","Firmicutes","Lactobacillales","Streptococcaceae","Lactococcus"
"ASV334","Bacteria","Bacteroidetes","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ASV33405","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV33483","Bacteria","Proteobacteria","Enterobacterales","Enterobacteriaceae","Biostraticola"
"ASV335","Bacteria","Proteobacteria","Rickettsiales","Rickettsiales Incertae Sedis","Candidatus-Hepatincola"
"ASV3353","Bacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"ASV3359","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV336","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV33608","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV3363","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter"
"ASV3366","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacteriaceae spc"
"ASV33672","Bacteria","Firmicutes","Lactobacillales","Lactobacillales spc","Lactobacillales spc"
"ASV33675","Bacteria","Firmicutes","Bacillales","Staphylococcaceae","Staphylococcus"
"ASV337","Bacteria","Proteobacteria","Oceanospirillales","Halomonadaceae","Halotalea"
"ASV33723","Bacteria","Proteobacteria","Orbales","Orbaceae","Orbaceae spc"
"ASV33731","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV33752","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV33757","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV33763","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV3379","Bacteria","Proteobacteria","Enterobacterales","Enterobacterales spc","Enterobacterales spc"
"ASV338","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV3388","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV33880","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV339","Bacteria","Proteobacteria","Enterobacterales","Pectobacteriaceae","Sodalis"
"ASV33913","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillaceae spc"
"ASV33914","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Bombilactobacillus"
"ASV34","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV340","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV3400","Bacteria","Firmicutes","Clostridiales","Ruminococcaceae","Ruminococcaceae spc"
"ASV341","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Saccharibacter"
"ASV34157","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Bombella"
"ASV3419","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV34194","Bacteria","Proteobacteria","Enterobacterales","Enterobacterales spc","Enterobacterales spc"
"ASV342","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV3420","Bacteria","Proteobacteria","Xanthomonadales","Xanthomonadaceae","Wohlfahrtiimonas"
"ASV3424","Bacteria","Proteobacteria","Vibrionales","Vibrionaceae","Vibrio"
"ASV34283","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV343","Bacteria","Tenericutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma"
"ASV34305","Bacteria","Proteobacteria","Oceanospirillales","Halomonadaceae","Zymobacter"
"ASV344","Bacteria","Proteobacteria","Oceanospirillales","Halomonadaceae","Carnimonas"
"ASV3442","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Liquorilactobacillus"
"ASV34457","Bacteria","Firmicutes","Lactobacillales","Enterococcaceae","Enterococcus"
"ASV3448","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter"
"ASV345","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV3451","Bacteria","Firmicutes","Bacillales","Bacillales Incertae Sedis XII","Exiguobacterium"
"ASV3452","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV346","Bacteria","Firmicutes","Bacillales","Bacillaceae","Bacillus"
"ASV34609","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Swaminathania"
"ASV34625","Bacteria","Firmicutes","Lactobacillales","Streptococcaceae","Lactococcus"
"ASV34626","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Entomomonas"
"ASV34633","Bacteria","Firmicutes","Lactobacillales","Enterococcaceae","Enterococcus"
"ASV3466","Bacteria","Tenericutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma"
"ASV34665","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV34672","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV34673","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV3468","Bacteria","Proteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV347","Bacteria","Proteobacteria","Oceanospirillales","Halomonadaceae","Carnimonas"
"ASV34729","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV3474","Bacteria","Proteobacteria","Orbales","Orbaceae","Gilliamella"
"ASV3478","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV348","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV34810","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV34816","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV34830","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV34840","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV34845","Bacteria","Proteobacteria","Orbales","Orbaceae","Frischella"
"ASV34851","Bacteria","Proteobacteria","Oceanospirillales","Halomonadaceae","Halomonadaceae spc"
"ASV34853","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV3486","Bacteria","Bacteroidetes","Flavobacteriales","Flavobacteriaceae","Myroides"
"ASV34930","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacteraceae spc"
"ASV3498","Bacteria","Bacteroidetes","Flavobacteriales","Flavobacteriaceae","Myroides"
"ASV35","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Asaia"
"ASV350","Bacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium"
"ASV35054","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV351","Bacteria","Proteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"ASV35106","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV35208","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Latilactobacillus"
"ASV35209","Bacteria","Firmicutes","Lactobacillales","Lactobacillales spc","Lactobacillales spc"
"ASV3527","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Tanticharoenia"
"ASV3530","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Anaerovibrio"
"ASV35375","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV35397","Bacteria","Proteobacteria","Orbales","Orbaceae","Orbaceae spc"
"ASV354","Bacteria","Proteobacteria","Enterobacterales","Pectobacteriaceae","Sodalis"
"ASV35405","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV3545","Bacteria","Proteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"ASV35463","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV3547","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV355","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV35533","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV35546","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV3558","Bacteria","Proteobacteria","Enterobacterales","Erwiniaceae","Erwinia"
"ASV356","Bacteria","Proteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium"
